time,pm2_5 (μg/m³),pm10 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),european_aqi (EAQI),european_aqi_pm2_5 (EAQI),us_aqi (USAQI),us_aqi_pm2_5 (USAQI)
2023-10-09T18:00,20.2,28.9,619.0,25.8,21.0,57.0,27,27,53,53
2023-10-09T19:00,16.0,22.9,541.0,21.1,24.3,56.0,27,27,53,53
2023-10-09T20:00,15.1,21.6,514.0,18.2,22.5,57.0,27,27,53,53
2023-10-09T21:00,13.1,18.8,474.0,14.2,19.9,58.0,27,27,53,53
2023-10-09T22:00,12.0,17.2,436.0,10.9,17.3,58.0,27,27,53,53
2023-10-09T23:00,10.9,15.6,400.0,9.1,14.9,57.0,26,26,52,52
2023-10-10T00:00,9.7,14.0,364.0,7.9,12.6,55.0,26,26,52,52
2023-10-10T01:00,8.9,12.8,337.0,7.1,10.7,54.0,26,26,52,52
2023-10-10T02:00,8.1,11.6,321.0,6.3,9.5,53.0,26,26,52,52
2023-10-10T03:00,7.3,10.5,314.0,5.9,8.7,53.0,26,26,52,52
2023-10-10T04:00,6.9,9.9,318.0,6.2,8.5,52.0,25,25,51,51
2023-10-10T05:00,7.0,10.1,343.0,8.1,9.0,48.0,25,25,51,51
2023-10-10T06:00,8.3,11.9,380.0,10.8,10.0,43.0,25,25,51,51
2023-10-10T07:00,11.0,15.8,436.0,13.7,11.7,39.0,24,24,50,50
2023-10-10T08:00,12.8,18.4,418.0,12.6,11.7,43.0,24,24,49,49
2023-10-10T09:00,13.7,19.7,393.0,11.1,11.7,49.0,23,23,49,49
2023-10-10T10:00,13.6,19.6,367.0,9.5,11.4,57.0,23,23,49,49
2023-10-10T11:00,14.0,20.1,338.0,7.5,10.2,69.0,28,23,49,49
2023-10-10T12:00,14.3,20.6,309.0,5.3,8.7,83.0,33,24,49,49
2023-10-10T13:00,14.3,20.7,294.0,4.3,7.9,92.0,37,24,50,50
2023-10-10T14:00,13.1,18.9,301.0,5.1,8.2,93.0,37,24,50,50
2023-10-10T15:00,12.2,17.6,322.0,7.1,9.1,90.0,36,24,50,50
2023-10-10T16:00,14.5,20.9,350.0,9.3,10.7,85.0,34,24,50,50
2023-10-10T17:00,16.6,23.9,390.0,11.9,13.4,78.0,31,25,51,51
2023-10-10T18:00,17.4,25.0,435.0,14.8,16.7,69.0,28,24,50,50
2023-10-10T19:00,16.6,24.0,420.0,14.1,18.5,61.0,24,24,50,50
2023-10-10T20:00,15.7,22.6,415.0,13.1,17.6,60.0,24,24,50,50
2023-10-10T21:00,14.7,21.1,408.0,11.6,16.2,58.0,24,24,50,50
2023-10-10T22:00,13.2,18.9,397.0,10.2,14.8,56.0,24,24,50,50
2023-10-10T23:00,11.0,15.8,379.0,9.1,13.2,55.0,25,25,51,51
2023-10-11T00:00,9.3,13.3,358.0,8.1,11.6,54.0,25,25,51,51
2023-10-11T01:00,8.4,12.1,345.0,7.3,10.3,53.0,25,25,51,51
2023-10-11T02:00,8.4,12.0,342.0,6.5,9.4,53.0,24,24,51,51
2023-10-11T03:00,8.9,12.7,348.0,5.9,8.9,53.0,25,25,51,51
2023-10-11T04:00,9.2,13.3,363.0,6.0,8.8,52.0,25,25,51,51
2023-10-11T05:00,9.7,14.0,399.0,7.8,9.5,49.0,25,25,51,51
2023-10-11T06:00,11.1,15.9,445.0,10.3,10.8,44.0,25,25,51,51
2023-10-11T07:00,14.3,20.5,480.0,10.4,12.5,45.0,25,25,51,51
2023-10-11T08:00,14.2,20.4,457.0,8.6,12.4,56.0,26,26,52,52
2023-10-11T09:00,13.8,19.8,424.0,6.2,12.3,72.0,29,26,52,52
2023-10-11T10:00,14.1,20.3,397.0,4.4,12.4,85.0,34,26,52,52
2023-10-11T11:00,14.6,21.0,377.0,3.7,12.8,95.0,38,26,52,52
2023-10-11T12:00,15.1,21.8,363.0,3.7,13.3,103.0,42,26,52,52
2023-10-11T13:00,15.4,22.1,359.0,4.5,14.2,106.0,44,26,52,52
2023-10-11T14:00,14.8,21.3,364.0,6.3,15.4,103.0,42,26,52,52
2023-10-11T15:00,15.7,22.5,379.0,8.9,16.8,95.0,38,26,52,52
2023-10-11T16:00,17.5,25.0,420.0,12.5,18.7,85.0,34,26,53,53
2023-10-11T17:00,20.5,29.5,512.0,18.4,21.6,72.0,29,27,53,53
2023-10-11T18:00,24.7,35.3,629.0,25.2,24.9,56.0,27,27,53,53
2023-10-11T19:00,28.6,40.9,696.0,28.7,27.3,48.0,28,28,54,54
2023-10-11T20:00,28.7,41.1,672.0,26.1,26.2,46.0,29,29,55,55
2023-10-11T21:00,27.1,38.8,637.0,22.5,24.7,43.0,30,30,56,56
2023-10-11T22:00,26.4,37.8,593.0,19.1,22.7,42.0,31,31,57,57
2023-10-11T23:00,24.6,35.3,534.0,16.3,19.9,43.0,32,32,58,58
2023-10-12T00:00,22.3,32.0,466.0,13.7,16.7,44.0,33,33,59,59
2023-10-12T01:00,21.4,30.7,410.0,11.6,14.3,46.0,34,34,61,61
2023-10-12T02:00,21.0,30.3,370.0,10.0,13.0,47.0,35,35,62,62
2023-10-12T03:00,21.0,30.3,341.0,9.0,12.4,49.0,36,36,63,63
2023-10-12T04:00,20.9,30.2,337.0,9.1,12.7,48.0,37,37,64,64
2023-10-12T05:00,21.0,30.3,375.0,11.3,14.1,43.0,38,38,65,65
2023-10-12T06:00,22.7,32.7,436.0,14.5,16.4,37.0,39,39,66,66
2023-10-12T07:00,22.9,32.9,446.0,15.8,19.1,36.0,40,40,67,67
2023-10-12T08:00,23.0,33.1,446.0,14.1,20.6,43.0,41,41,68,68
2023-10-12T09:00,21.9,31.4,445.0,11.8,22.8,53.0,43,43,69,69
2023-10-12T10:00,21.2,30.5,440.0,10.0,24.5,63.0,44,44,69,69
2023-10-12T11:00,21.9,31.4,428.0,9.1,25.3,75.0,46,46,70,70
2023-10-12T12:00,21.9,31.5,412.0,8.7,25.7,87.0,47,47,71,71
2023-10-12T13:00,22.6,32.6,403.0,9.0,26.4,95.0,48,48,71,71
2023-10-12T14:00,25.4,36.8,387.0,9.3,27.2,99.0,49,49,72,72
2023-10-12T15:00,25.0,36.2,376.0,10.3,28.3,99.0,51,51,73,73
2023-10-12T16:00,26.3,38.0,420.0,14.0,30.4,94.0,52,52,74,74
2023-10-12T17:00,32.6,47.1,576.0,23.8,34.9,79.0,54,54,74,74
2023-10-12T18:00,38.5,55.5,785.0,36.3,40.4,59.0,56,56,75,75
2023-10-12T19:00,45.9,65.7,1048.0,52.3,44.0,29.0,58,58,77,77
2023-10-12T20:00,45.3,65.0,1007.0,47.6,41.1,28.0,60,60,78,78
2023-10-12T21:00,41.6,59.6,947.0,40.9,36.8,28.0,61,61,80,80
2023-10-12T22:00,37.8,54.1,871.0,34.3,32.1,28.0,61,61,81,81
2023-10-12T23:00,31.8,45.5,768.0,28.3,26.5,30.0,62,62,82,82
2023-10-13T00:00,26.5,38.1,649.0,22.4,20.4,33.0,62,62,83,83
2023-10-13T01:00,23.4,33.8,556.0,17.8,15.7,36.0,62,62,83,83
2023-10-13T02:00,21.7,31.3,497.0,14.7,13.1,37.0,62,62,83,83
2023-10-13T03:00,20.9,30.2,463.0,12.7,11.8,38.0,62,62,83,83
2023-10-13T04:00,20.5,29.6,466.0,12.3,11.7,38.0,62,62,83,83
2023-10-13T05:00,20.5,29.7,541.0,14.7,13.0,34.0,62,62,83,83
2023-10-13T06:00,23.1,33.4,654.0,18.5,15.5,29.0,62,62,83,83
2023-10-13T07:00,29.8,43.0,706.0,20.5,17.8,34.0,62,62,83,83
2023-10-13T08:00,25.7,37.1,628.0,16.6,18.9,55.0,62,62,84,84
2023-10-13T09:00,27.7,40.0,519.0,11.2,20.6,84.0,62,62,84,84
2023-10-13T10:00,32.0,46.3,432.0,7.1,22.3,110.0,63,63,85,85
2023-10-13T11:00,34.5,49.9,387.0,5.3,24.2,128.0,63,63,85,85
2023-10-13T12:00,34.1,49.5,363.0,4.7,26.1,143.0,63,63,87,87
2023-10-13T13:00,36.1,52.2,350.0,4.8,27.6,152.0,64,64,88,88
2023-10-13T14:00,35.4,51.2,325.0,4.4,27.8,156.0,65,64,89,89
2023-10-13T15:00,39.1,56.7,310.0,4.6,27.4,155.0,65,65,90,90
2023-10-13T16:00,37.4,53.9,362.0,8.3,28.4,145.0,65,65,91,91
2023-10-13T17:00,42.0,60.5,533.0,18.6,32.1,120.0,65,65,95,92
2023-10-13T18:00,49.1,70.5,770.0,32.4,37.1,85.0,66,66,102,93
2023-10-13T19:00,71.5,102.7,1215.0,55.7,50.4,59.0,66,66,97,94
2023-10-13T20:00,84.3,120.6,1422.0,60.9,53.8,45.0,67,67,96,96
2023-10-13T21:00,90.3,129.5,1692.0,67.4,58.0,27.0,68,68,100,100
2023-10-13T22:00,91.7,131.8,1782.0,67.2,57.6,16.0,70,70,104,104
2023-10-13T23:00,79.6,114.1,1519.0,54.0,48.2,21.0,72,72,110,110
2023-10-14T00:00,59.6,85.7,1075.0,34.1,34.2,34.0,73,73,115,115
2023-10-14T01:00,45.2,65.2,725.0,18.4,23.1,45.0,74,74,119,119
2023-10-14T02:00,35.7,52.0,577.0,11.2,17.8,49.0,75,75,121,121
2023-10-14T03:00,31.9,46.7,521.0,8.3,15.4,50.0,76,76,122,122
2023-10-14T04:00,30.4,44.8,509.0,7.3,14.4,50.0,76,76,123,123
2023-10-14T05:00,30.0,44.5,545.0,8.8,14.7,45.0,76,76,124,124
2023-10-14T06:00,31.5,46.6,623.0,12.3,16.4,39.0,77,77,125,125
2023-10-14T07:00,31.7,46.7,699.0,15.1,19.1,40.0,77,77,126,126
2023-10-14T08:00,32.4,47.8,683.0,12.7,20.1,61.0,77,77,127,127
2023-10-14T09:00,34.6,51.0,659.0,9.4,21.4,90.0,77,77,127,127
2023-10-14T10:00,37.6,55.4,626.0,6.7,22.3,114.0,77,77,128,128
2023-10-14T11:00,38.9,57.3,574.0,5.2,22.4,130.0,78,78,129,129
2023-10-14T12:00,36.9,54.1,513.0,4.4,22.0,142.0,78,78,129,129
2023-10-14T13:00,35.0,51.5,473.0,4.2,21.2,147.0,78,78,129,129
2023-10-14T14:00,34.0,49.9,466.0,4.5,19.5,144.0,78,78,129,129
2023-10-14T15:00,33.8,49.5,479.0,5.3,17.3,134.0,78,78,129,129
2023-10-14T16:00,34.1,49.9,503.0,6.8,16.0,121.0,78,78,128,128
2023-10-14T17:00,35.6,52.2,544.0,9.7,16.4,105.0,77,77,128,128
2023-10-14T18:00,34.9,51.0,595.0,13.3,17.7,85.0,77,77,127,127
2023-10-14T19:00,33.5,49.1,632.0,15.9,18.1,66.0,77,77,126,126
2023-10-14T20:00,31.2,45.6,627.0,15.3,17.9,61.0,75,75,122,122
2023-10-14T21:00,29.3,43.0,620.0,14.5,17.6,54.0,74,74,116,116
2023-10-14T22:00,28.4,41.4,609.0,13.8,17.0,48.0,72,72,110,110
2023-10-14T23:00,27.0,39.3,594.0,13.2,15.9,45.0,70,70,104,104
2023-10-15T00:00,24.5,35.7,576.0,12.7,14.6,42.0,68,68,98,98
2023-10-15T01:00,22.4,32.6,559.0,12.2,13.5,41.0,67,67,95,95
2023-10-15T02:00,20.8,30.2,537.0,11.4,12.6,41.0,66,66,93,93
2023-10-15T03:00,19.7,28.5,515.0,10.6,11.9,42.0,65,65,92,92
2023-10-15T04:00,19.1,27.5,519.0,10.9,11.9,42.0,65,65,91,91
2023-10-15T05:00,18.9,27.2,578.0,13.8,13.4,38.0,65,65,90,90
2023-10-15T06:00,20.5,29.5,662.0,17.8,15.6,33.0,64,64,89,89
2023-10-15T07:00,22.0,31.5,689.0,20.1,17.3,35.0,64,64,88,88
2023-10-15T08:00,21.2,30.4,640.0,17.0,16.6,45.0,64,64,87,87
2023-10-15T09:00,19.8,28.4,572.0,12.8,15.5,60.0,63,63,86,86
2023-10-15T10:00,18.3,26.3,508.0,9.1,14.4,76.0,63,63,85,85
2023-10-15T11:00,17.2,24.6,454.0,6.5,13.2,93.0,62,62,83,83
2023-10-15T12:00,17.0,24.4,405.0,4.5,12.0,110.0,61,61,81,81
2023-10-15T13:00,17.3,24.9,373.0,3.5,11.4,122.0,61,61,79,79
2023-10-15T14:00,17.3,25.0,357.0,3.4,11.4,126.0,60,60,78,78
2023-10-15T15:00,17.5,25.2,358.0,4.2,12.0,124.0,57,57,76,76
2023-10-15T16:00,18.2,26.1,393.0,7.0,13.6,116.0,55,55,75,75
2023-10-15T17:00,21.9,31.5,492.0,13.6,17.1,100.0,52,52,73,73
2023-10-15T18:00,26.4,37.8,625.0,22.0,21.7,78.0,50,50,72,72
2023-10-15T19:00,28.2,40.4,766.0,31.0,25.5,49.0,48,48,71,71
2023-10-15T20:00,28.0,40.2,757.0,29.0,25.9,47.0,47,47,71,71
2023-10-15T21:00,27.7,39.8,744.0,26.2,26.3,44.0,47,47,71,71
2023-10-15T22:00,28.4,40.7,732.0,24.0,26.0,41.0,47,47,71,71
2023-10-15T23:00,27.5,39.5,727.0,23.3,24.3,37.0,47,47,71,71
2023-10-16T00:00,26.9,38.5,723.0,23.3,21.7,33.0,47,47,71,71
2023-10-16T01:00,26.7,38.3,710.0,22.8,19.7,30.0,47,47,71,71
2023-10-16T02:00,25.1,36.0,666.0,21.0,18.4,31.0,48,48,71,71
2023-10-16T03:00,23.3,33.5,613.0,18.8,17.6,34.0,48,48,72,72
2023-10-16T04:00,22.2,31.9,599.0,17.8,17.5,36.0,49,49,72,72
2023-10-16T05:00,22.1,31.7,674.0,19.9,18.5,31.0,50,50,72,72
2023-10-16T06:00,24.6,35.3,789.0,23.3,20.1,25.0,50,50,72,72
2023-10-16T07:00,31.5,45.3,803.0,23.6,20.0,35.0,51,51,73,73
2023-10-16T08:00,32.1,46.2,729.0,19.0,20.5,62.0,52,52,74,74
2023-10-16T09:00,28.9,41.7,626.0,12.5,21.2,99.0,54,54,75,75
2023-10-16T10:00,30.5,44.1,541.0,7.5,21.5,130.0,60,56,75,75
2023-10-16T11:00,33.1,48.0,491.0,5.0,21.2,149.0,63,58,76,76
2023-10-16T12:00,32.5,47.4,460.0,4.0,20.5,161.0,66,60,78,78
2023-10-16T13:00,31.9,46.4,447.0,4.2,19.6,165.0,66,61,79,79
2023-10-16T14:00,29.6,43.1,430.0,4.6,17.9,158.0,65,61,81,81
2023-10-16T15:00,27.5,40.0,431.0,6.2,16.0,142.0,62,61,82,82
2023-10-16T16:00,29.0,42.0,513.0,12.2,16.3,121.0,62,62,93,83
2023-10-16T17:00,34.2,49.4,754.0,27.3,21.0,92.0,62,62,106,83
2023-10-16T18:00,43.9,63.1,1077.0,46.8,28.0,59.0,63,63,104,85
2023-10-16T19:00,62.4,89.6,1666.0,77.6,42.5,20.0,63,63,89,86
2023-10-16T20:00,75.4,108.0,1829.0,74.7,44.2,16.0,64,64,89,89
2023-10-16T21:00,81.0,116.2,2048.0,70.5,46.3,10.0,66,66,93,93
2023-10-16T22:00,81.5,116.9,2173.0,66.1,46.3,6.0,68,68,98,98
2023-10-16T23:00,78.2,112.2,2139.0,62.1,42.4,4.0,69,69,103,103
2023-10-17T00:00,72.4,103.8,2011.0,58.0,36.4,3.0,71,71,109,109
2023-10-17T01:00,65.4,93.8,1839.0,52.8,30.7,3.0,73,73,113,113
2023-10-17T02:00,55.4,79.4,1599.0,45.4,25.9,5.0,74,74,117,117
2023-10-17T03:00,46.1,66.1,1314.0,37.0,21.4,9.0,75,75,120,120
2023-10-17T04:00,38.4,55.1,1100.0,30.4,18.4,14.0,76,76,123,123
2023-10-17T05:00,33.2,47.6,1036.0,27.6,17.6,16.0,76,76,125,125
2023-10-17T06:00,32.6,46.7,1043.0,26.7,18.3,19.0,77,77,126,126
2023-10-17T07:00,33.6,48.2,1111.0,27.1,20.2,32.0,77,77,127,127
2023-10-17T08:00,36.2,51.8,933.0,21.5,23.6,72.0,77,77,127,127
2023-10-17T09:00,30.5,43.9,686.0,13.8,28.2,128.0,77,77,127,127
2023-10-17T10:00,33.4,48.2,496.0,7.9,31.2,170.0,77,77,127,127
2023-10-17T11:00,32.2,46.7,418.0,5.3,31.0,186.0,77,77,128,128
2023-10-17T12:00,29.2,42.4,398.0,4.4,29.0,188.0,77,77,128,128
2023-10-17T13:00,27.4,39.9,394.0,4.6,27.2,185.0,77,77,127,127
2023-10-17T14:00,30.9,44.8,347.0,3.0,24.7,183.0,77,77,127,127
2023-10-17T15:00,33.1,48.0,317.0,2.6,22.3,176.0,77,77,127,127
2023-10-17T16:00,38.1,55.1,447.0,10.9,23.8,158.0,77,77,140,127
2023-10-17T17:00,49.5,71.2,867.0,37.0,32.4,120.0,77,77,157,128
2023-10-17T18:00,67.5,97.1,1448.0,72.0,44.9,70.0,78,78,155,130
2023-10-17T19:00,84.1,120.6,2013.0,99.7,57.3,36.0,79,79,136,132
2023-10-17T20:00,101.3,145.3,2289.0,102.8,64.7,27.0,80,80,135,135
2023-10-17T21:00,112.2,160.7,2666.0,106.8,74.6,15.0,80,80,137,137
2023-10-17T22:00,119.0,170.4,2913.0,106.9,79.7,6.0,81,81,141,141
2023-10-17T23:00,118.7,170.0,2942.0,100.6,76.1,2.0,83,83,145,145
2023-10-18T00:00,111.1,159.3,2842.0,90.5,67.7,1.0,84,84,149,149
2023-10-18T01:00,101.5,145.3,2653.0,80.0,58.6,1.0,85,85,151,151
2023-10-18T02:00,89.9,129.0,2337.0,69.9,49.2,2.0,87,87,151,151
2023-10-18T03:00,75.2,108.0,1932.0,59.5,39.1,5.0,88,88,152,152
2023-10-18T04:00,62.9,90.3,1598.0,49.9,31.3,9.0,89,89,153,153
2023-10-18T05:00,53.6,76.8,1423.0,41.9,27.2,12.0,89,89,153,153
2023-10-18T06:00,48.9,70.1,1319.0,34.7,25.4,16.0,90,90,154,154
2023-10-18T07:00,48.7,69.8,1219.0,27.3,24.8,33.0,91,91,154,154
2023-10-18T08:00,48.3,69.6,1003.0,21.5,26.0,72.0,91,91,154,154
2023-10-18T09:00,38.5,56.1,705.0,13.4,27.4,127.0,92,92,155,155
2023-10-18T10:00,38.6,56.5,477.0,7.2,27.6,167.0,92,92,155,155
2023-10-18T11:00,35.3,51.5,389.0,4.6,25.4,181.0,92,92,155,155
2023-10-18T12:00,29.8,43.5,372.0,4.0,21.9,180.0,92,92,155,155
2023-10-18T13:00,28.1,40.9,370.0,4.1,18.8,176.0,92,92,155,155
2023-10-18T14:00,28.4,41.3,326.0,2.4,15.5,173.0,92,92,155,155
2023-10-18T15:00,28.2,41.0,297.0,1.5,12.6,165.0,92,92,155,155
2023-10-18T16:00,28.1,40.7,401.0,8.4,13.9,148.0,92,92,155,155
2023-10-18T17:00,37.7,54.5,742.0,30.9,22.5,112.0,92,92,155,155
2023-10-18T18:00,53.0,76.4,1216.0,61.2,35.3,65.0,91,91,154,154
2023-10-18T19:00,83.1,119.2,1983.0,99.7,54.8,31.0,91,91,154,154
2023-10-18T20:00,93.6,134.6,2097.0,96.2,58.3,27.0,91,91,154,154
2023-10-18T21:00,96.2,138.3,2254.0,91.2,63.1,21.0,90,90,154,154
2023-10-18T22:00,97.6,140.2,2363.0,86.1,66.0,16.0,90,90,154,154
2023-10-18T23:00,98.5,142.0,2400.0,81.8,66.1,14.0,89,89,153,153
2023-10-19T00:00,95.2,137.4,2390.0,77.3,64.2,12.0,88,88,153,153
2023-10-19T01:00,90.6,131.3,2312.0,71.5,60.4,12.0,88,88,152,152
2023-10-19T02:00,82.4,119.2,2143.0,63.2,53.5,12.0,88,88,152,152
2023-10-19T03:00,71.9,104.1,1907.0,53.6,44.6,13.0,87,87,152,152
2023-10-19T04:00,60.8,88.2,1653.0,44.9,36.5,16.0,87,87,152,152
2023-10-19T05:00,49.0,71.2,1382.0,38.3,29.9,21.0,87,87,152,152
2023-10-19T06:00,38.4,56.0,1093.0,32.7,24.0,29.0,87,87,152,152
2023-10-19T07:00,39.8,57.6,1101.0,30.3,23.9,40.0,87,87,151,151
2023-10-19T08:00,21.5,31.4,869.0,23.2,20.5,56.0,86,86,151,151
2023-10-19T09:00,16.5,24.3,549.0,13.3,15.7,78.0,85,85,151,151
2023-10-19T10:00,14.2,20.8,312.0,5.9,11.8,95.0,85,85,150,150
2023-10-19T11:00,13.2,19.3,240.0,3.2,9.7,104.0,84,84,149,149
2023-10-19T12:00,12.7,18.7,251.0,2.9,8.5,108.0,83,83,146,146
2023-10-19T13:00,12.0,17.5,273.0,3.4,8.0,109.0,83,83,144,144
2023-10-19T14:00,11.5,16.8,283.0,4.1,8.2,109.0,82,82,143,143
2023-10-19T15:00,11.6,16.9,303.0,5.5,9.1,106.0,82,82,141,141
2023-10-19T16:00,12.2,17.7,331.0,7.6,10.4,99.0,81,81,139,139
2023-10-19T17:00,14.8,21.3,377.0,11.2,12.6,84.0,80,80,138,138
2023-10-19T18:00,14.3,20.5,431.0,15.5,15.1,65.0,80,80,135,135
2023-10-19T19:00,14.2,20.3,504.0,19.7,20.1,51.0,78,78,131,131
2023-10-19T20:00,10.7,15.3,475.0,17.4,17.8,49.0,76,76,124,124
2023-10-19T21:00,9.6,13.8,435.0,14.1,14.6,47.0,73,73,115,115
2023-10-19T22:00,10.0,14.4,405.0,11.7,12.1,45.0,70,70,106,106
2023-10-19T23:00,9.7,14.0,395.0,10.8,10.9,43.0,68,68,98,98
2023-10-20T00:00,9.2,13.3,394.0,10.8,10.3,42.0,65,65,90,90
2023-10-20T01:00,9.3,13.5,391.0,10.7,10.0,41.0,62,62,82,82
2023-10-20T02:00,9.4,13.6,379.0,10.4,9.8,41.0,55,55,75,75
2023-10-20T03:00,9.6,14.0,365.0,10.1,9.9,42.0,43,43,68,68
2023-10-20T04:00,11.0,16.0,359.0,10.0,9.9,44.0,36,36,63,63
2023-10-20T05:00,13.6,19.7,371.0,10.4,10.0,46.0,32,32,59,59
2023-10-20T06:00,16.9,24.3,392.0,10.9,10.0,49.0,29,29,55,55
2023-10-20T07:00,15.0,21.6,393.0,10.4,9.5,52.0,27,27,54,54
2023-10-20T08:00,14.2,20.3,375.0,8.4,8.9,63.0,25,25,51,51
2023-10-20T09:00,13.0,18.6,351.0,5.7,8.1,78.0,31,25,51,51
2023-10-20T10:00,13.3,19.0,335.0,3.6,7.5,91.0,36,24,50,50
2023-10-20T11:00,13.7,19.6,333.0,2.7,7.2,101.0,41,24,50,50
2023-10-20T12:00,13.3,19.0,340.0,2.4,7.1,109.0,46,24,50,50
2023-10-20T13:00,12.6,18.0,350.0,2.6,7.2,114.0,49,24,50,50
2023-10-20T14:00,13.0,18.5,361.0,3.3,7.3,115.0,50,24,50,50
2023-10-20T15:00,12.7,18.3,375.0,4.5,7.6,112.0,48,25,51,51
2023-10-20T16:00,12.9,18.5,399.0,6.3,8.4,106.0,44,25,51,51
2023-10-20T17:00,13.5,19.3,446.0,9.5,10.1,96.0,38,25,51,51
2023-10-20T18:00,13.8,19.7,502.0,13.4,12.2,83.0,33,25,51,51
2023-10-20T19:00,10.1,14.5,473.0,10.7,12.6,80.0,32,25,51,51
2023-10-20T20:00,8.6,12.2,453.0,9.7,12.1,78.0,31,24,50,50
2023-10-20T21:00,7.9,11.3,424.0,8.3,11.4,76.0,30,24,50,50
2023-10-20T22:00,8.1,11.6,394.0,7.1,10.6,74.0,30,24,50,50
2023-10-20T23:00,7.9,11.3,362.0,6.2,9.5,72.0,29,24,49,49
2023-10-21T00:00,7.7,11.0,327.0,5.4,8.4,70.0,28,24,49,49
2023-10-21T01:00,7.9,11.3,300.0,4.9,7.5,69.0,28,23,49,49
2023-10-21T02:00,8.2,11.7,281.0,4.4,7.0,68.0,27,23,49,49
2023-10-21T03:00,8.4,12.0,268.0,4.2,6.9,68.0,27,23,48,48
2023-10-21T04:00,8.6,12.4,266.0,4.6,7.1,67.0,27,23,48,48
2023-10-21T05:00,9.0,13.0,284.0,6.3,7.9,65.0,26,23,48,48
2023-10-21T06:00,10.2,14.8,313.0,8.6,9.0,63.0,25,23,47,47
2023-10-21T07:00,10.8,15.5,348.0,10.1,10.4,62.0,25,22,46,46
2023-10-21T08:00,11.2,16.2,335.0,9.2,10.4,65.0,26,22,45,45
2023-10-21T09:00,10.2,14.9,318.0,8.0,10.4,69.0,28,21,45,45
2023-10-21T10:00,10.5,15.5,307.0,7.1,10.4,73.0,29,21,44,44
2023-10-21T11:00,11.2,16.8,304.0,6.5,10.4,78.0,31,21,44,44
2023-10-21T12:00,12.1,18.0,307.0,6.3,10.4,84.0,34,21,43,43
2023-10-21T13:00,13.1,19.5,317.0,6.5,11.0,87.0,35,21,43,43
2023-10-21T14:00,13.8,20.5,321.0,6.6,12.1,89.0,36,21,43,43
2023-10-21T15:00,14.6,21.5,333.0,7.2,13.7,88.0,35,21,43,43
2023-10-21T16:00,15.7,23.0,393.0,10.7,16.4,83.0,33,21,43,43
2023-10-21T17:00,20.3,29.5,561.0,20.9,21.5,67.0,27,21,44,44
2023-10-21T18:00,27.2,39.3,777.0,34.0,27.7,47.0,22,22,45,45
2023-10-21T19:00,31.8,45.9,753.0,30.5,29.7,64.0,26,23,47,47
2023-10-21T20:00,35.0,50.4,784.0,30.0,29.7,58.0,25,25,51,51
2023-10-21T21:00,37.1,53.6,821.0,29.0,29.5,50.0,27,27,53,53
2023-10-21T22:00,36.9,53.1,807.0,26.6,28.1,46.0,29,29,56,56
2023-10-21T23:00,31.2,45.2,693.0,21.5,24.3,51.0,32,32,58,58
2023-10-22T00:00,25.9,37.6,527.0,15.1,19.3,60.0,34,34,60,60
2023-10-22T01:00,23.3,33.9,401.0,10.2,15.8,67.0,35,35,62,62
2023-10-22T02:00,22.6,32.9,349.0,8.0,14.9,70.0,36,36,63,63
2023-10-22T03:00,23.2,33.8,336.0,7.4,15.5,70.0,38,38,64,64
2023-10-22T04:00,24.7,36.0,347.0,7.8,16.7,69.0,39,39,66,66
2023-10-22T05:00,25.4,36.9,389.0,9.6,18.5,66.0,40,40,67,67
2023-10-22T06:00,28.8,41.8,454.0,12.5,21.0,61.0,43,43,69,69
2023-10-22T07:00,29.2,42.4,541.0,16.0,23.7,52.0,46,46,70,70
2023-10-22T08:00,30.9,44.8,555.0,15.0,25.6,56.0,49,49,72,72
2023-10-22T09:00,32.5,47.1,574.0,13.6,28.3,62.0,52,52,74,74
2023-10-22T10:00,32.4,47.1,581.0,12.2,30.0,68.0,56,56,76,76
2023-10-22T11:00,32.7,47.8,565.0,10.7,29.9,76.0,60,60,78,78
2023-10-22T12:00,31.5,46.0,538.0,9.2,28.9,85.0,61,61,79,79
2023-10-22T13:00,30.3,44.2,517.0,8.6,28.1,91.0,61,61,81,81
2023-10-22T14:00,29.0,42.4,492.0,8.3,27.5,92.0,62,62,83,83
2023-10-22T15:00,28.1,41.0,474.0,8.9,27.1,90.0,62,62,84,84
2023-10-22T16:00,27.3,39.8,512.0,12.7,28.0,82.0,63,63,85,85
2023-10-22T17:00,30.7,44.6,657.0,22.7,31.4,65.0,63,63,86,86
2023-10-22T18:00,36.1,52.3,858.0,35.8,36.1,43.0,64,64,87,87
2023-10-22T19:00,48.2,69.6,1049.0,49.3,46.2,31.0,64,64,88,88
2023-10-22T20:00,52.7,75.9,1129.0,52.4,51.5,27.0,64,64,89,89
2023-10-22T21:00,59.6,85.7,1237.0,56.5,58.6,21.0,65,65,91,91
2023-10-22T22:00,62.2,89.6,1303.0,58.9,62.8,17.0,66,66,93,93
2023-10-22T23:00,61.7,88.7,1296.0,58.4,62.1,14.0,67,67,95,95
2023-10-23T00:00,60.8,87.5,1247.0,56.2,58.5,13.0,68,68,98,98
2023-10-23T01:00,58.6,84.3,1177.0,52.3,53.7,13.0,69,69,101,101
